relation,inverseRelation,inverseScore
http://bias.org/vocab/film/film/film_format,http://bias.org/vocab/film/film_format/film_format,0.8318841
http://bias.org/vocab/location/administrative_division/second_level_division_of,http://bias.org/vocab/location/country/second_level_divisions,0.802521
http://bias.org/vocab/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee,0.57195574
http://bias.org/vocab/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,http://bias.org/vocab/tv/tv_program/recurring_writers./tv/tv_program_writer_relationship/writer,0.8376384
http://bias.org/vocab/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,http://bias.org/vocab/government/governmental_jurisdiction/governing_officials./government/government_position_held/basic_title,0.80657893
http://bias.org/vocab/film/film_genre/films_in_this_genre,http://bias.org/vocab/film/film/genre,0.8128495
http://bias.org/vocab/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country,http://bias.org/vocab/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,0.83391917
http://bias.org/vocab/education/educational_institution/students_graduates./education/education/degree,http://bias.org/vocab/education/educational_degree/people_with_this_degree./education/education/institution,0.8111358
http://bias.org/vocab/user/tsegaran/random/subject_taxonomy/entry./user/tsegaran/random/taxonomy_entry/subject,http://bias.org/vocab/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,0.83698297
http://bias.org/vocab/award/award_category/winners./award/award_honor/award_winner,http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award,0.81919014
http://bias.org/vocab/award/award_category/winners./award/award_honor/award_winner,http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/award,0.6841549
http://bias.org/vocab/music/artist/genre,http://bias.org/vocab/music/genre/artists,0.8274155
http://bias.org/vocab/award/award_category/winners./award/award_honor/honored_for,http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award,0.81969196
http://bias.org/vocab/award/award_category/winners./award/award_honor/honored_for,http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/award,0.6880097
http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award,http://bias.org/vocab/award/award_category/nominees./award/award_nomination/nominated_for,0.66978854
http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award,http://bias.org/vocab/award/award_category/winners./award/award_honor/honored_for,0.81993955
http://bias.org/vocab/film/film/genre,http://bias.org/vocab/film/film_genre/films_in_this_genre,0.81989545
http://bias.org/vocab/people/person/education./education/education/institution,http://bias.org/vocab/education/educational_institution/students_graduates./education/education/student,0.81705904
http://bias.org/vocab/organization/role/leaders./organization/leadership/organization,http://bias.org/vocab/organization/organization/leadership./organization/leadership/role,0.8015873
http://bias.org/vocab/common/annotation_category/annotations./common/webpage/topic,http://bias.org/vocab/common/topic/webpage./common/webpage/category,0.8226759
http://bias.org/vocab/people/person/profession,http://bias.org/vocab/people/profession/people_with_this_profession,0.8129942
http://bias.org/vocab/comic_books/comic_book_creator/characters_created,http://bias.org/vocab/fictional_universe/fictional_character/character_created_by,0.75
http://bias.org/vocab/people/ethnicity/included_in_group,http://bias.org/vocab/people/ethnicity/includes_groups,0.8292683
http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/player,http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/position,0.71428573
http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/player,http://bias.org/vocab/basketball/basketball_player/team./sports/sports_team_roster/position,0.85714287
http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/player,http://bias.org/vocab/basketball/basketball_player/position_s,0.5714286
http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/player,http://bias.org/vocab/basketball/basketball_player/team./basketball/basketball_roster_position/position,0.71428573
http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/player,http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_roster_position/position,0.85714287
http://bias.org/vocab/media_common/netflix_genre/titles,http://bias.org/vocab/media_common/netflix_title/netflix_genres,0.8131786
http://bias.org/vocab/american_football/football_team/current_roster./american_football/football_roster_position/position,http://bias.org/vocab/sports/sports_position/players./american_football/football_roster_position/team,0.7619048
http://bias.org/vocab/american_football/football_team/current_roster./american_football/football_roster_position/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.81937605
http://bias.org/vocab/american_football/football_team/current_roster./american_football/football_roster_position/position,http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,0.60755336
http://bias.org/vocab/music/group_member/instruments_played,http://bias.org/vocab/music/instrument/instrumentalists,0.8113012
http://bias.org/vocab/language/human_language/countries_spoken_in,http://bias.org/vocab/location/country/languages_spoken,0.8208955
http://bias.org/vocab/award/award_category/winners./award/award_honor/ceremony,http://bias.org/vocab/award/award_ceremony/awards_presented./award/award_honor/award,0.8070547
http://bias.org/vocab/award/award_ceremony/awards_presented./award/award_honor/award_winner,http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/ceremony,0.82221407
http://bias.org/vocab/music/instrument/instrumentalists,http://bias.org/vocab/music/group_member/instruments_played,0.80753356
http://bias.org/vocab/film/film_job/films_with_this_crew_job./film/film_crew_gig/film,http://bias.org/vocab/film/film/other_crew./film/film_crew_gig/film_crew_role,0.8246979
http://bias.org/vocab/common/topic/webpage./common/webpage/category,http://bias.org/vocab/common/annotation_category/annotations./common/webpage/topic,0.820185
http://bias.org/vocab/music/artist/label,http://bias.org/vocab/music/record_label/artist,0.80992466
http://bias.org/vocab/film/film/starring./film/performance/actor,http://bias.org/vocab/film/actor/film./film/performance/film,0.8166068
http://bias.org/vocab/user/jg/default_domain/olympic_games/sports,http://bias.org/vocab/olympics/olympic_sport/olympic_games_contested,0.8192771
http://bias.org/vocab/film/cinematographer/film,http://bias.org/vocab/film/film/cinematography,0.83282673
http://bias.org/vocab/people/profession/people_with_this_profession,http://bias.org/vocab/people/person/profession,0.8192604
http://bias.org/vocab/music/performance_role/guest_performances./music/recording_contribution/performance_role,http://bias.org/vocab/music/performance_role/track_performances./music/track_contribution/role,0.5975855
http://bias.org/vocab/sports/sport/pro_athletes./sports/pro_sports_played/athlete,http://bias.org/vocab/sports/pro_athlete/sports_played_professionally./sports/pro_sports_played/sport,0.859375
http://bias.org/vocab/music/performance_role/track_performances./music/track_contribution/contributor,http://bias.org/vocab/music/artist/track_contributions./music/track_contribution/role,0.8130217
http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.8113479
http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,0.52851385
http://bias.org/vocab/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/sport,http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,0.81476325
http://bias.org/vocab/film/film/starring./film/performance/special_performance_type,http://bias.org/vocab/film/special_film_performance_type/film_performance_type./film/performance/film,0.82539684
http://bias.org/vocab/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,http://bias.org/vocab/education/field_of_study/students_majoring./education/education/degree,0.77732795
http://bias.org/vocab/influence/influence_node/influenced_by,http://bias.org/vocab/influence/influence_node/influenced,0.8155136
http://bias.org/vocab/film/writer/film,http://bias.org/vocab/film/film/written_by,0.7905824
http://bias.org/vocab/film/film/directed_by,http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.52
http://bias.org/vocab/film/film/directed_by,http://bias.org/vocab/film/director/film,0.8235294
http://bias.org/vocab/award/award_ceremony/awards_presented./award/award_honor/award,http://bias.org/vocab/award/award_category/winners./award/award_honor/ceremony,0.821544
http://bias.org/vocab/award/award_ceremony/awards_presented./award/award_honor/honored_for,http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/ceremony,0.8063806
http://bias.org/vocab/film/film_story_contributor/film_story_credits,http://bias.org/vocab/film/film/story_by,0.8043478
http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.8324022
http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,0.8324022
http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/team,0.7821229
http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/sports/sports_position/players./basketball/basketball_roster_position/team,0.7765363
http://bias.org/vocab/education/educational_institution/students_graduates./education/education/student,http://bias.org/vocab/people/person/education./education/education/institution,0.80189395
http://bias.org/vocab/tv/tv_actor/starring_roles./tv/regular_tv_appearance/series,http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,0.8333333
http://bias.org/vocab/film/producer/films_executive_produced,http://bias.org/vocab/film/film/executive_produced_by,0.7675753
http://bias.org/vocab/broadcast/content/artist,http://bias.org/vocab/broadcast/artist/content,0.8039216
http://bias.org/vocab/olympics/olympic_participating_country/olympics_participated_in,http://bias.org/vocab/olympics/olympic_games/participating_countries,0.81875
http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_historical_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,0.79310346
http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_historical_roster_position/team,http://bias.org/vocab/basketball/basketball_team/historical_roster./basketball/basketball_historical_roster_position/player,0.86206895
http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_historical_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_historical_roster_position/player,0.9655172
http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_historical_roster_position/team,http://bias.org/vocab/basketball/basketball_team/historical_roster./sports/sports_team_roster/player,0.79310346
http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner,http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/honored_for,0.80814147
http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner,http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.7744411
http://bias.org/vocab/film/film/film_casting_director,http://bias.org/vocab/film/film_casting_director/films_casting_directed,0.71794873
http://bias.org/vocab/location/location/containedby,http://bias.org/vocab/location/location/contains,0.8160432
http://bias.org/vocab/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,http://bias.org/vocab/location/statistical_region/places_imported_from./location/imports_and_exports/imported_from,0.76744187
http://bias.org/vocab/film/film/distributors./film/film_film_distributor_relationship/distributor,http://bias.org/vocab/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,0.8198198
http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/ceremony,http://bias.org/vocab/award/award_ceremony/awards_presented./award/award_honor/honored_for,0.7898707
http://bias.org/vocab/base/popstra/celebrity/vacations_in./base/popstra/vacation_choice/location,http://bias.org/vocab/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,0.8309859
http://bias.org/vocab/military/military_commander/military_commands./military/military_command/military_combatant,http://bias.org/vocab/military/military_combatant/military_commanders./military/military_command/military_commander,0.85714287
http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/position,0.78651685
http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,0.81380415
http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/position_s,0.8282504
http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,0.56500804
http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/position,0.82182986
http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,http://bias.org/vocab/american_football/football_team/current_roster./american_football/football_roster_position/position,0.5939005
http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,0.5810594
http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,0.67962676
http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,0.6687403
http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,0.85381025
http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,0.6718507
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/vocab/government/political_district/representatives./government/government_position_held/legislative_sessions,0.8280374
http://bias.org/vocab/military/military_person/service./military/military_service/military_force,http://bias.org/vocab/military/armed_force/personnel./military/military_service/military_person,0.8852459
http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/governmental_body,http://bias.org/vocab/government/governmental_body/members./government/government_position_held/office_holder,0.8076923
http://bias.org/vocab/location/location/contains,http://bias.org/vocab/location/location/containedby,0.8132206
http://bias.org/vocab/sports/sports_team/league./sports/sports_league_participation/league,http://bias.org/vocab/sports/sports_league/teams./sports/sports_league_participation/team,0.85625
http://bias.org/vocab/sports/sports_team/location,http://bias.org/vocab/sports/sports_team_location/teams,0.80172414
http://bias.org/vocab/government/governmental_jurisdiction/governing_officials./government/government_position_held/basic_title,http://bias.org/vocab/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,0.80657893
http://bias.org/vocab/olympics/olympic_medal/medal_winners./olympics/olympic_medal_honor/olympics,http://bias.org/vocab/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,0.7821782
http://bias.org/vocab/people/ethnicity/people,http://bias.org/vocab/people/person/ethnicity,0.8162084
http://bias.org/vocab/base/marchmadness/ncaa_basketball_team/ncaa_tournament_seeds./base/marchmadness/ncaa_tournament_seed/tournament,http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,0.82848835
http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for,http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee,0.8126792
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/vocab/sports/sports_position/players./american_football/football_roster_position/team,0.7594728
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.8023064
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,0.59637564
http://bias.org/vocab/music/record_label/artist,http://bias.org/vocab/music/artist/label,0.82120395
http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/position_s,0.6771653
http://bias.org/vocab/influence/influence_node/influenced,http://bias.org/vocab/influence/influence_node/influenced_by,0.8189474
http://bias.org/vocab/location/location/people_born_here,http://bias.org/vocab/people/person/place_of_birth,0.8112676
http://bias.org/vocab/film/actor/film./film/performance/film,http://bias.org/vocab/film/film/starring./film/performance/actor,0.81419843
http://bias.org/vocab/organization/organization_member/member_of./organization/organization_membership/organization,http://bias.org/vocab/organization/membership_organization/members./organization/organization_membership/member,0.8132832
http://bias.org/vocab/base/popstra/celebrity/supporter./base/popstra/support/supported_organization,http://bias.org/vocab/base/popstra/organization/supporter./base/popstra/support/supporter,0.8076923
http://bias.org/vocab/education/educational_institution/school_type,http://bias.org/vocab/education/school_category/schools_of_this_kind,0.80494505
http://bias.org/vocab/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,http://bias.org/vocab/film/personal_film_appearance_type/film_appearances./film/personal_film_appearance/person,0.8146552
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.8081344
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,0.8116711
http://bias.org/vocab/location/location/time_zones,http://bias.org/vocab/time/time_zone/locations_in_this_time_zone,0.80973065
http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,http://bias.org/vocab/user/jg/default_domain/olympic_games/sports,0.5721785
http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,http://bias.org/vocab/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/sport,0.78215224
http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,http://bias.org/vocab/olympics/olympic_games/sports,0.68766403
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.81412804
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,0.821192
http://bias.org/vocab/music/genre/artists,http://bias.org/vocab/music/artist/genre,0.8143481
http://bias.org/vocab/education/educational_degree/people_with_this_degree./education/education/institution,http://bias.org/vocab/education/educational_institution/students_graduates./education/education/degree,0.8068232
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./american_football/football_roster_position/team,0.7888307
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.8202443
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,0.6143106
http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,http://bias.org/vocab/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/sport,0.8239437
http://bias.org/vocab/religion/religion/is_part_of,http://bias.org/vocab/religion/religion/includes,0.88
http://bias.org/vocab/music/genre/subgenre,http://bias.org/vocab/music/genre/parent_genre,0.7920792
http://bias.org/vocab/business/job_title/people_with_this_title./business/employment_tenure/company,http://bias.org/vocab/business/employer/employees./business/employment_tenure/title,0.80653954
http://bias.org/vocab/tv/tv_program/original_network./tv/tv_network_duration/network,http://bias.org/vocab/tv/tv_network/programs./tv/tv_network_duration/program,0.8277027
http://bias.org/vocab/people/person/place_of_birth,http://bias.org/vocab/location/location/people_born_here,0.8168557
http://bias.org/vocab/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/sport,http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,0.82548475
http://bias.org/vocab/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/sport,http://bias.org/vocab/olympics/olympic_sport/olympic_games_contested,0.700831
http://bias.org/vocab/business/industry/companies,http://bias.org/vocab/business/business_operation/industry,0.81707317
http://bias.org/vocab/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,http://bias.org/vocab/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/country,0.8131579
http://bias.org/vocab/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,http://bias.org/vocab/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country,0.60657895
http://bias.org/vocab/government/political_district/representatives./government/government_position_held/legislative_sessions,http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,0.8113553
http://bias.org/vocab/government/form_of_government/countries,http://bias.org/vocab/location/country/form_of_government,0.80756015
http://bias.org/vocab/film/special_film_performance_type/film_performance_type./film/performance/actor,http://bias.org/vocab/film/actor/film./film/performance/special_performance_type,0.86410254
http://bias.org/vocab/film/film/music,http://bias.org/vocab/film/music_contributor/film,0.8219442
http://bias.org/vocab/film/film/edited_by,http://bias.org/vocab/film/editor/film,0.82681566
http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/legislative_sessions,http://bias.org/vocab/government/legislative_session/members./government/government_position_held/office_holder,0.8
http://bias.org/vocab/people/deceased_person/cause_of_death,http://bias.org/vocab/people/cause_of_death/people,0.8262032
http://bias.org/vocab/tv/tv_program/genre,http://bias.org/vocab/tv/tv_genre/programs,0.8356436
http://bias.org/vocab/basketball/basketball_player/player_statistics./basketball/basketball_player_stats/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,0.7
http://bias.org/vocab/basketball/basketball_player/player_statistics./basketball/basketball_player_stats/team,http://bias.org/vocab/basketball/basketball_team/historical_roster./basketball/basketball_historical_roster_position/player,0.6
http://bias.org/vocab/basketball/basketball_player/player_statistics./basketball/basketball_player_stats/team,http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_historical_roster_position/player,0.6666667
http://bias.org/vocab/basketball/basketball_player/player_statistics./basketball/basketball_player_stats/team,http://bias.org/vocab/basketball/basketball_team/historical_roster./sports/sports_team_roster/player,0.6
http://bias.org/vocab/architecture/structure/address./location/mailing_address/citytown,http://bias.org/vocab/travel/travel_destination/tourist_attractions,0.8
http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,http://bias.org/vocab/tv/tv_actor/starring_roles./tv/regular_tv_appearance/series,0.82159626
http://bias.org/vocab/location/administrative_division/capital./location/administrative_division_capital_relationship/capital,http://bias.org/vocab/location/location/containedby,0.74276525
http://bias.org/vocab/location/administrative_division/capital./location/administrative_division_capital_relationship/capital,http://bias.org/vocab/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,0.7749196
http://bias.org/vocab/film/film/produced_by,http://bias.org/vocab/film/producer/film,0.80466926
http://bias.org/vocab/education/field_of_study/students_majoring./education/education/degree,http://bias.org/vocab/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,0.78367347
http://bias.org/vocab/film/production_company/films,http://bias.org/vocab/film/film/production_companies,0.8236825
http://bias.org/vocab/government/governmental_body/members./government/government_position_held/district_represented,http://bias.org/vocab/government/political_district/representatives./government/government_position_held/governmental_body,0.81333333
http://bias.org/vocab/film/film/prequel,http://bias.org/vocab/film/film/sequel,0.81666666
