relation,option,headEntities,headEntitiesForOption,optionRepresented
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0b256b,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/044crp,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/035tjy,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/015f47,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b153,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04_bfq,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05hywl,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02v4vl,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0y54,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0ytc,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/093g7v,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0kqbh,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01_8n9,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0223bl,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0lmm3,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04n8xs,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0dwz3t,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05hyn5,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04994l,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02psgvg,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02s2lg,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b15x,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/085v7,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03j70d,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04v9wn,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/019mcm,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0287xhr,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01j48s,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0kz4w,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0449sw,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/06l22,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0175tv,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05nmg_,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/032c7m,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/029q3k,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b0yz,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/07sqhm,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05nsfc,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/090q8l,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0bs31sl,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/023fb,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05d8_h,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/043y95,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0122wc,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0175rc,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0bxjpy,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03g52k,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03ytp3,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03x6m,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0264v8r,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0138mv,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0fm6m8,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05dkbr,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02pp1,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/049bp4,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b17t,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02vpvk,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03zj_3,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b168,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02ltg3,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0fjcgg,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/06lc85,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04gkp3,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b2np,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03mp1_,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01xbp7,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03zbws,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0266shh,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/024d8w,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01rlz4,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/017_1x,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b1k5,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03__77,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0cttx,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02rqxc,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0gd70t,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01xn7x1,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03yfh3,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/07s5fz,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03w7kx,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0gy9d4,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03_lsr,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0196bp,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05p8bf9,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/06vv_6,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/041jk9,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04h5tx,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02gys2,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03ff65,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01fwqn,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/031zp2,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03ym73,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/032498,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03mp4f,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/025czw,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03l7tr,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b171,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05ns4g,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03d8m4,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/048xg8,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0329nn,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04ltf,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03fn5s,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03yl2t,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02q3n9c,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02279c,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03jb2n,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/019mdt,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0329qp,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04mrfv,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04knh6,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0c5wln,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b1ng,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b14q,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04991x,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/06xbsn,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03078l,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/039_ym,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/032c08,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b1l_,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0c9cp0,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0ksy_,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/07c2wt,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03fhjz,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/019lvv,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b0y3,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03_9hm,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/082wbh,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0byq6h,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05511w,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03c0vy,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01k2yr,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04zw9hs,7,5,0.71428573
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03dj6y,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0266bd5,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02rjz5,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/048gd_,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/04nrcg,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0498yf,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/06lckm,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03zm00,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/07245g,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03_3z4,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03xh50,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03_9x6,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0b0nq2,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/027024,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/083my7,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01whvs,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/09k34g,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0ly8z,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/096cw_,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03fhm5,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0690dn,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03tck1,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/042l8n,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0b_ljy,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/07b8m1,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/056zdj,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/087_xx,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03z1c5,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02b149,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/09bkc6,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05hyzx,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/08658y,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/067zx9,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0d3fdn,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01kckd,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01kkk4,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01453,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/08lmt7,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01vqc7,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/070tng,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02wwr5n,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03fmw_,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/041xyk,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03j0ss,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0f6cl2,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03fn8k,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/0882r_,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/056xx8,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/046n4q,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03rrdb,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/05kjc6,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01n_2f,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/03xzxb,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02q1hz,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/01xn6mc,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/035qlx,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/02qdzd,7,4,0.5714286
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,http://bias.org/entity/m/07c2yr,7,4,0.5714286
