relation,option,headEntities,headEntitiesForOption,optionRepresented
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02_j1w,745,580,0.7785235
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02sdk9v,745,594,0.7973154
http://bias.org/vocab/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,198,197,0.9949495
http://bias.org/vocab/sports/sports_team/colors,http://bias.org/entity/m/083jv,355,198,0.55774647
http://bias.org/vocab/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02qvdc,47,38,0.80851066
http://bias.org/vocab/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02qvzf,47,37,0.78723407
http://bias.org/vocab/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02qvl7,47,36,0.7659575
http://bias.org/vocab/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,http://bias.org/entity/m/06sks6,136,75,0.5514706
http://bias.org/vocab/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,http://bias.org/entity/m/0kbws,136,71,0.52205884
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/05zm34,65,44,0.6769231
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/047g8h,65,41,0.63076925
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/08ns5s,65,40,0.61538464
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02g_7z,65,50,0.7692308
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/01r3hr,65,54,0.83076924
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/06b1q,65,53,0.8153846
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02g_6x,65,49,0.75384617
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/023wyl,65,42,0.64615387
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/04nfpk,65,43,0.6615385
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/05b3ts,65,35,0.53846157
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02qpbqj,65,39,0.6
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02g_6j,65,45,0.6923077
http://bias.org/vocab/organization/organization_member/member_of./organization/organization_membership/organization,http://bias.org/entity/m/07t65,305,165,0.5409836
http://bias.org/vocab/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,http://bias.org/entity/m/029j_,1342,1311,0.97690016
http://bias.org/vocab/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,http://bias.org/entity/m/027mvrc,31,24,0.7741935
http://bias.org/vocab/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,http://bias.org/entity/m/027pwzc,31,21,0.67741936
http://bias.org/vocab/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,http://bias.org/entity/m/03c6sl9,31,22,0.7096774
http://bias.org/vocab/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,http://bias.org/entity/m/0dx84s,31,23,0.7419355
http://bias.org/vocab/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,http://bias.org/entity/m/025ygws,31,24,0.7741935
http://bias.org/vocab/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,http://bias.org/entity/m/0285r5d,31,27,0.87096775
http://bias.org/vocab/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,http://bias.org/entity/m/026fmqm,31,23,0.7419355
http://bias.org/vocab/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,http://bias.org/entity/m/025ygqm,31,21,0.67741936
http://bias.org/vocab/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,http://bias.org/entity/m/09nqf,160,160,1.0
http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,456,339,0.7434211
http://bias.org/vocab/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,http://bias.org/entity/m/06sks6,193,164,0.8497409
http://bias.org/vocab/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,http://bias.org/entity/m/04jpl,4,3,0.75
http://bias.org/vocab/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,http://bias.org/entity/m/0ckd1,121,121,1.0
http://bias.org/vocab/olympics/olympic_games/participating_countries,http://bias.org/entity/m/07ssc,41,34,0.8292683
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/05wvs,22,15,0.6818182
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/02kc008,22,17,0.77272725
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1_c,22,17,0.77272725
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/014yzm,22,13,0.59090906
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/02kcv4x,22,18,0.8181818
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/02y_3rf,22,12,0.54545456
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/025sf0_,22,18,0.8181818
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/025s0zp,22,18,0.8181818
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/025rw19,22,20,0.90909094
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/041r51,22,16,0.72727275
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/025sf8g,22,15,0.6818182
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/025rsfk,22,18,0.8181818
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/01n78x,22,16,0.72727275
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0f4kp,22,16,0.72727275
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/04zjxcz,22,17,0.77272725
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1vg,22,19,0.8636364
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1vz,22,17,0.77272725
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/05gh50,22,18,0.8181818
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/025sqz8,22,14,0.6363636
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1yf,22,17,0.77272725
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/04k8n,22,19,0.8636364
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/09gvd,22,18,0.8181818
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/06jry,22,16,0.72727275
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/025s0s0,22,18,0.8181818
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0hqw8p_,22,16,0.72727275
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1sz,22,12,0.54545456
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/09gwd,22,14,0.6363636
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/02p0tjr,22,14,0.6363636
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/02kc5rj,22,19,0.8636364
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/07q0m,22,15,0.6818182
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1yy,22,17,0.77272725
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0hkwr,22,12,0.54545456
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/07zqy,22,13,0.59090906
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0fzjh,22,16,0.72727275
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/04kl74p,22,14,0.6363636
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/025s7j4,22,15,0.6818182
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0f4hc,22,16,0.72727275
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0q01m,22,17,0.77272725
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/01sh2,22,15,0.6818182
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/07hnp,22,17,0.77272725
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0g5gq,22,15,0.6818182
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/025tkqy,22,19,0.8636364
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/09pbb,22,18,0.8181818
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1zw,22,16,0.72727275
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1tz,22,16,0.72727275
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1tg,22,14,0.6363636
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/02kc4sf,22,16,0.72727275
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/02kd0rh,22,15,0.6818182
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1wg,22,15,0.6818182
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0h1sg,22,17,0.77272725
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/0838f,22,17,0.77272725
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/06x4c,22,14,0.6363636
http://bias.org/vocab/food/food/nutrients./food/nutrition_fact/nutrient,http://bias.org/entity/m/025s7x6,22,15,0.6818182
http://bias.org/vocab/music/performance_role/regular_performances./music/group_membership/role,http://bias.org/entity/m/0342h,119,84,0.7058824
http://bias.org/vocab/music/performance_role/regular_performances./music/group_membership/role,http://bias.org/entity/m/05148p4,119,74,0.62184876
http://bias.org/vocab/music/performance_role/regular_performances./music/group_membership/role,http://bias.org/entity/m/0l14md,119,84,0.7058824
http://bias.org/vocab/music/performance_role/regular_performances./music/group_membership/role,http://bias.org/entity/m/018vs,119,75,0.6302521
http://bias.org/vocab/music/performance_role/regular_performances./music/group_membership/role,http://bias.org/entity/m/02hnl,119,71,0.5966387
http://bias.org/vocab/music/performance_role/regular_performances./music/group_membership/role,http://bias.org/entity/m/05r5c,119,64,0.53781515
http://bias.org/vocab/base/eating/practicer_of_diet/diet,http://bias.org/entity/m/07_jd,126,109,0.86507934
http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,http://bias.org/entity/m/02g_6j,89,60,0.6741573
http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,http://bias.org/entity/m/02g_7z,89,46,0.5168539
http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,http://bias.org/entity/m/01r3hr,89,61,0.6853933
http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,http://bias.org/entity/m/06b1q,89,60,0.6741573
http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,http://bias.org/entity/m/04nfpk,89,58,0.6516854
http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,http://bias.org/entity/m/02g_6x,89,58,0.6516854
http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,http://bias.org/entity/m/01k3tq,49,41,0.8367347
http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,http://bias.org/entity/m/01_gx_,49,36,0.7346939
http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,http://bias.org/entity/m/01t032,49,38,0.7755102
http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,http://bias.org/entity/m/0km3f,49,38,0.7755102
http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,http://bias.org/entity/m/0km5c,49,39,0.79591835
http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,http://bias.org/entity/m/09c7w0,130,101,0.77692306
http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,http://bias.org/entity/m/05drr9,12,10,0.8333333
http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,http://bias.org/entity/m/04h07s,12,10,0.8333333
http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,http://bias.org/entity/m/086nl7,12,8,0.6666667
http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,http://bias.org/entity/m/06cddt,12,8,0.6666667
http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,http://bias.org/entity/m/03q45x,12,8,0.6666667
http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,http://bias.org/entity/m/08vr94,12,9,0.75
http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,http://bias.org/entity/m/07ymr5,12,8,0.6666667
http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,http://bias.org/entity/m/030wkp,12,10,0.8333333
http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,http://bias.org/entity/m/02k21g,12,9,0.75
http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,http://bias.org/entity/m/01v3s2_,12,8,0.6666667
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/059rby,59,48,0.8135593
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/01x73,59,40,0.6779661
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/05k7sb,59,43,0.7288136
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/04rrd,59,33,0.55932206
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/059f4,59,36,0.6101695
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/03v1s,59,30,0.5084746
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/0498y,59,34,0.5762712
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/05fjf,59,41,0.69491524
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/05tbn,59,35,0.59322035
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/06yxd,59,31,0.5254237
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/026mj,59,30,0.5084746
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/0d0x8,59,31,0.5254237
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/district_represented,http://bias.org/entity/m/07_f2,59,35,0.59322035
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/01_9c1,67,38,0.5671642
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/08ns5s,67,49,0.73134327
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/02g_6j,67,52,0.7761194
